draw_date,n1,n2,n3,n4,n5,n6,special_no
2013/02/06,6,18,36,38,43,44,
2013/02/06,4,18,21,30,37,41,
2013/02/06,6,18,22,34,43,45,
2013/02/07,1,9,13,17,28,30,
2013/02/07,1,5,13,33,41,49,
2013/02/07,2,14,26,33,40,46,
2013/02/08,3,28,30,38,40,42,
2013/02/08,7,14,19,30,43,47,
2013/02/08,11,31,34,38,43,49,
2013/02/09,9,14,25,37,40,43,
2013/02/09,13,37,40,41,45,46,
2013/02/09,10,11,17,28,43,49,
2013/02/10,6,21,25,29,38,42,
2013/02/10,7,21,24,29,33,36,
2013/02/10,8,14,20,24,26,37,
2013/02/11,11,18,20,23,28,34,
2013/02/11,1,2,6,8,9,39,
2013/02/11,5,17,18,22,42,43,
2013/02/12,9,11,12,17,37,39,
2013/02/12,8,14,18,37,38,45,
2013/02/12,2,14,17,29,34,41,
2013/02/13,14,22,24,28,40,42,
2013/02/13,5,20,22,32,35,49,
2013/02/13,6,23,25,32,35,49,
2013/02/14,17,21,24,29,33,37,
2013/02/14,11,13,16,19,37,48,
2013/02/14,1,4,10,20,21,27,
2013/02/15,4,14,30,35,45,47,
2013/02/15,7,11,16,24,32,43,
2013/02/15,7,9,15,27,34,42,
2013/02/16,10,14,20,24,39,43,
2013/02/16,22,28,29,32,40,43,
2013/02/16,4,16,18,24,33,37,
2013/02/17,13,30,34,40,42,48,
2013/02/17,5,17,20,24,40,48,
2013/02/17,4,14,20,23,28,44,
2013/02/18,1,11,12,21,22,42,
2013/02/18,3,14,34,43,44,48,
2013/02/18,10,22,29,30,36,41,
2013/02/19,10,27,36,41,48,49,
2013/02/19,4,30,34,36,46,49,
2013/02/19,8,15,26,30,31,36,
2013/02/20,1,9,14,20,45,46,
2013/02/20,2,10,14,24,27,36,
2013/02/20,6,29,30,37,40,44,
2013/02/21,7,8,11,23,34,39,
2013/02/21,1,6,7,29,33,37,
2013/02/21,3,5,6,15,26,37,
2013/02/22,10,13,33,41,44,46,
2013/02/22,15,22,24,29,43,47,
2013/02/22,1,2,3,14,24,42,
2013/02/23,26,27,28,30,31,37,
2013/02/23,1,2,6,14,25,32,
2013/02/23,4,6,30,39,42,46,
2013/02/24,1,17,20,31,32,38,
2013/02/24,5,9,12,26,29,46,
2013/02/24,6,13,15,31,41,46,
2013/02/25,22,32,33,35,38,48,
2013/02/25,2,8,13,22,24,32,
2013/02/25,13,18,23,29,35,38,
2013/02/26,16,22,27,42,46,47,
2013/02/26,10,13,23,32,43,46,
2013/02/26,1,18,37,40,43,45,
2013/02/27,2,13,32,35,39,43,
2013/02/27,8,12,20,24,26,46,
2013/02/27,6,14,32,36,46,49,
2013/02/28,12,24,27,32,47,48,
2013/02/28,5,14,33,39,41,42,
2013/02/28,7,13,17,21,31,45,
2013/03/01,1,12,14,21,24,37,
2013/03/01,2,4,7,8,14,16,
2013/03/01,1,4,19,35,45,47,
2013/03/02,1,15,25,31,32,46,
2013/03/02,11,23,28,34,37,49,
2013/03/02,3,4,15,21,29,49,
2013/03/03,2,15,18,21,31,40,
2013/03/03,11,25,28,29,41,44,
2013/03/03,3,7,16,20,43,44,
2013/03/04,13,26,30,33,39,43,
2013/03/04,8,20,33,35,38,48,
2013/03/04,3,13,19,23,26,47,
2013/03/05,3,12,25,31,42,46,
2013/03/05,1,6,7,23,27,33,
2013/03/05,11,12,20,35,44,48,
2013/03/06,2,5,6,9,17,42,
2013/03/06,2,10,30,37,43,44,
2013/03/06,8,17,38,44,45,49,
2013/03/07,27,29,33,35,39,43,
2013/03/07,2,14,16,27,30,35,
2013/03/07,1,4,11,18,23,31,
2013/03/08,6,19,23,29,44,45,
2013/03/08,10,15,19,21,32,40,
2013/03/08,13,30,32,39,40,48,
2013/03/09,5,8,14,20,25,41,
2013/03/09,2,6,17,22,27,45,
2013/03/09,12,14,20,29,45,48,
2013/03/10,4,14,17,18,19,42,
2013/03/10,9,28,39,42,45,49,
2013/03/10,5,17,21,27,33,47,
2013/03/11,6,10,20,24,27,30,
2013/03/11,12,26,27,35,40,47,
2013/03/11,1,7,13,16,18,33,
2013/03/12,7,9,13,25,29,35,
2013/03/12,13,26,27,37,45,46,
2013/03/12,6,20,21,32,37,39,
2013/03/13,13,15,22,23,39,49,
2013/03/13,2,8,15,34,36,37,
2013/03/13,6,17,21,37,43,49,
2013/03/14,6,15,24,38,43,47,
2013/03/14,8,18,30,38,48,49,
2013/03/14,1,4,6,19,29,30,
2013/03/15,6,21,27,37,40,43,
2013/03/15,7,9,13,38,39,42,
2013/03/15,29,35,37,43,44,46,
2013/03/16,14,18,25,26,28,29,
2013/03/16,1,14,15,40,47,49,
2013/03/16,10,14,19,26,29,47,
2013/03/17,8,14,21,23,30,43,
2013/03/17,5,16,25,32,33,40,
2013/03/17,1,3,8,11,28,42,
2013/03/18,9,19,28,31,41,45,
2013/03/18,11,22,40,45,48,49,
2013/03/18,9,22,27,39,46,47,
2013/03/19,3,4,10,17,19,45,
2013/03/19,2,6,19,22,25,33,
2013/03/19,10,11,18,23,27,29,
2013/03/20,12,21,23,33,39,42,
2013/03/20,15,24,26,31,33,43,
2013/03/20,5,6,11,37,38,48,
2013/03/21,2,31,37,45,48,49,
2013/03/21,1,3,8,15,37,38,
2013/03/21,11,13,16,23,25,42,
2013/03/22,15,18,30,31,36,47,
2013/03/22,1,19,24,30,32,44,
2013/03/22,3,7,22,23,31,43,
2013/03/23,1,4,19,30,36,40,
2013/03/23,20,23,24,33,36,39,
2013/03/23,6,26,28,29,35,37,
2013/03/24,13,15,29,33,43,45,
2013/03/24,3,25,28,32,39,45,
2013/03/24,2,13,15,16,35,49,
2013/03/25,5,7,11,22,30,42,
2013/03/25,3,4,22,29,36,46,
2013/03/25,4,7,17,22,33,43,
2013/03/26,3,12,27,34,40,42,
2013/03/26,4,6,17,29,42,46,
2013/03/26,24,26,28,34,40,47,
2013/03/27,8,12,13,14,21,23,
2013/03/27,1,6,12,32,35,49,
2013/03/27,25,27,35,39,42,47,
2013/03/28,1,18,19,20,34,48,
2013/03/28,4,8,9,13,19,41,
2013/03/28,11,20,26,28,34,43,
2013/03/29,8,16,20,32,36,46,
2013/03/29,3,6,32,35,44,45,
2013/03/29,8,31,32,39,41,43,
2013/03/30,4,7,23,26,42,47,
2013/03/30,1,15,24,26,31,41,
2013/03/30,7,10,11,12,21,24,
2013/03/31,5,8,12,14,19,42,
2013/03/31,8,25,27,31,45,47,
2013/03/31,5,10,29,32,37,44,
2013/04/01,14,21,23,31,40,42,
2013/04/01,5,11,22,27,46,47,
2013/04/01,3,10,20,22,25,49,
2013/04/02,5,8,10,14,15,27,
2013/04/02,15,18,20,28,36,37,
2013/04/02,3,12,33,35,37,49,
2013/04/03,9,13,20,32,43,44,
2013/04/03,2,17,19,25,27,42,
2013/04/03,20,28,30,34,38,39,
2013/04/04,3,6,9,20,34,39,
2013/04/04,7,16,21,25,40,44,
2013/04/04,9,22,34,36,40,44,
2013/04/05,12,21,29,30,31,41,
2013/04/05,9,10,30,31,37,40,
2013/04/05,8,14,17,25,32,34,
2013/04/06,2,4,14,22,30,41,
2013/04/06,4,11,21,36,39,49,
2013/04/06,12,15,16,23,25,26,
2013/04/07,21,28,35,37,39,49,
2013/04/07,3,5,15,18,20,22,
2013/04/07,6,23,25,28,29,40,
2013/04/08,8,10,26,28,30,40,
2013/04/08,10,15,16,30,33,45,
2013/04/08,19,24,25,34,44,49,
2013/04/09,6,8,10,14,25,37,
2013/04/09,2,8,10,16,33,39,
2013/04/09,7,14,19,30,37,48,
2013/04/10,8,17,21,32,33,47,
2013/04/10,2,13,14,28,39,43,
2013/04/10,6,9,17,23,36,37,
2013/04/11,4,5,8,19,33,44,
2013/04/11,3,10,17,18,43,48,
2013/04/11,23,35,36,37,41,47,
2013/04/12,7,25,26,28,41,42,
2013/04/12,8,25,30,35,47,49,
2013/04/12,3,13,24,25,36,47,
2013/04/13,7,11,13,16,38,46,
2013/04/13,4,10,22,25,26,47,
2013/04/13,5,7,16,17,25,49,
2013/04/14,15,20,33,41,46,48,
2013/04/14,1,19,21,23,26,40,
2013/04/14,4,16,19,20,45,48,
2013/04/15,5,36,38,39,41,49,
2013/04/15,4,9,14,33,34,38,
2013/04/15,7,19,28,36,37,45,
2013/04/16,2,4,13,30,35,37,
2013/04/16,1,8,10,31,34,47,
2013/04/16,2,5,25,33,34,38,
2013/04/17,6,16,23,39,45,48,
2013/04/17,1,3,4,17,33,45,
2013/04/17,9,19,24,26,36,44,
2013/04/18,7,8,12,21,45,49,
2013/04/18,10,18,24,32,37,41,
2013/04/18,5,9,11,22,28,36,
2013/04/19,15,19,21,24,27,44,
2013/04/19,6,7,8,14,33,39,
2013/04/19,5,9,14,16,32,45,
2013/04/20,2,4,8,17,37,40,
2013/04/20,12,15,26,35,42,45,
2013/04/20,3,20,33,34,40,42,
2013/04/21,9,20,27,30,35,37,
2013/04/21,24,27,28,29,31,37,
2013/04/21,14,15,17,21,29,31,
2013/04/22,7,15,25,42,46,49,
2013/04/22,2,9,12,29,34,44,
2013/04/22,5,22,29,39,44,46,
2013/04/23,1,18,33,35,36,40,
2013/04/23,3,9,14,27,28,41,
2013/04/23,10,20,23,26,28,45,
2013/04/24,2,7,8,27,30,41,
2013/04/24,1,23,25,35,36,39,
2013/04/24,2,19,20,36,39,49,
2013/04/25,1,6,11,25,27,38,
2013/04/25,16,18,28,34,35,40,
2013/04/25,8,15,18,21,30,36,
2013/04/26,10,24,25,28,33,48,
2013/04/26,1,12,22,28,32,45,
2013/04/26,7,12,13,21,23,41,
2013/04/27,3,18,25,27,32,46,
2013/04/27,9,34,36,37,40,49,
2013/04/27,1,26,29,35,38,45,
2013/04/28,2,23,28,40,43,46,
2013/04/28,5,16,31,38,41,45,
2013/04/28,4,8,9,30,37,49,
2013/04/29,12,20,24,33,41,48,
2013/04/29,4,12,19,23,31,34,
2013/04/29,5,6,20,29,45,49,
2013/04/30,6,9,21,23,26,29,
2013/04/30,5,14,38,42,45,48,
2013/04/30,11,18,19,28,31,46,
2013/05/01,2,24,36,39,40,44,
2013/05/01,5,12,16,17,19,36,
2013/05/01,2,7,12,13,27,48,
2013/05/02,11,19,26,34,35,41,
2013/05/02,17,23,35,37,39,41,
2013/05/02,7,20,28,30,43,45,
2013/05/03,4,16,19,25,36,47,
2013/05/03,3,4,14,20,30,46,
2013/05/03,1,8,13,25,39,47,
2013/05/04,9,17,19,27,41,44,
2013/05/04,6,13,26,28,42,49,
2013/05/04,8,12,23,35,42,45,
2013/05/05,10,19,20,30,33,47,
2013/05/05,1,3,5,33,40,41,
2013/05/05,4,16,42,43,45,47,
2013/05/06,2,14,25,30,42,46,
2013/05/06,2,8,24,29,32,45,
2013/05/06,16,20,22,31,38,39,
2013/05/07,6,11,16,21,39,45,
2013/05/07,14,32,33,34,35,45,
2013/05/07,4,28,31,44,47,49,
2013/05/08,21,22,27,30,36,45,
2013/05/08,8,19,26,28,30,38,
2013/05/08,14,15,16,21,23,30,
2013/05/09,3,4,11,16,20,27,
2013/05/09,14,15,17,37,40,48,
2013/05/09,7,21,35,40,44,46,
2013/05/10,1,8,18,21,26,46,
2013/05/10,5,11,14,21,31,39,
2013/05/10,4,20,30,32,36,39,
2013/05/11,1,3,16,23,32,42,
2013/05/11,1,6,22,29,34,45,
2013/05/11,13,20,25,31,32,39,
2013/05/12,3,28,33,37,42,47,
2013/05/12,2,3,26,33,42,47,
2013/05/12,1,2,9,26,45,48,
2013/05/13,13,27,30,40,41,44,
2013/05/13,1,17,21,26,30,38,
2013/05/13,12,13,14,26,32,44,
2013/05/14,4,15,18,20,22,47,
2013/05/14,4,13,20,26,28,31,
2013/05/14,5,7,19,21,33,36,
2013/05/15,11,15,19,26,29,39,
2013/05/15,11,12,20,26,35,45,
2013/05/15,4,29,31,36,40,46,
2013/05/16,10,11,18,22,30,43,
2013/05/16,6,16,18,21,23,24,
2013/05/16,10,16,18,25,38,44,
2013/05/17,26,32,38,39,40,45,
2013/05/17,8,14,17,19,22,33,
2013/05/17,7,24,29,35,43,49,
2013/05/18,5,24,32,34,38,41,
2013/05/18,17,29,31,38,42,47,
2013/05/18,7,21,28,36,46,48,
2013/05/19,18,22,36,38,39,45,
2013/05/19,3,9,20,37,46,48,
2013/05/19,9,13,18,21,23,37,
2013/05/20,7,12,26,27,35,38,
2013/05/20,2,4,14,35,44,46,
2013/05/20,1,14,18,24,25,47,
2013/05/21,3,5,10,12,24,35,
2013/05/21,12,13,18,23,37,38,
2013/05/21,3,21,22,29,34,45,
2013/05/22,9,27,31,39,41,48,
2013/05/22,8,23,32,33,42,48,
2013/05/22,1,6,22,24,43,46,
2013/05/23,2,19,29,31,38,49,
2013/05/23,10,19,22,23,36,42,
2013/05/23,2,4,19,27,34,44,
2013/05/24,23,28,41,44,46,49,
2013/05/24,2,15,29,32,39,42,
2013/05/24,1,9,31,34,43,45,
2013/05/25,8,14,21,32,39,48,
2013/05/25,6,12,16,34,35,44,
2013/05/25,1,5,12,20,24,41,
2013/05/26,2,14,18,30,46,49,
2013/05/26,5,15,28,34,35,44,
2013/05/26,20,29,31,34,37,41,
2013/05/27,10,19,22,25,34,35,
2013/05/27,7,17,24,29,35,36,
2013/05/27,2,3,13,18,19,36,
2013/05/28,3,13,25,28,29,47,
2013/05/28,5,16,20,24,31,36,
2013/05/28,9,15,33,35,37,40,
2013/05/29,14,23,24,26,36,43,
2013/05/29,11,13,23,35,39,43,
2013/05/29,1,3,11,17,20,35,
2013/05/30,4,14,17,35,37,43,
2013/05/30,10,11,12,13,24,39,
2013/05/30,12,15,19,21,29,41,
2013/05/31,6,9,17,25,30,37,
2013/05/31,7,8,9,18,27,37,
2013/05/31,5,20,23,25,26,47,
2013/06/01,9,18,22,42,47,49,
2013/06/01,11,15,19,37,39,41,
2013/06/01,5,19,24,30,36,44,
2013/06/02,2,3,15,32,48,49,
2013/06/02,2,3,9,16,24,31,
2013/06/02,7,20,35,41,42,43,
2013/06/03,1,4,15,26,41,42,
2013/06/03,7,11,15,20,26,49,
2013/06/03,13,25,31,39,41,47,
2013/06/04,6,8,31,34,39,44,
2013/06/04,10,14,16,32,36,38,
2013/06/04,11,14,26,27,43,46,
2013/06/05,3,6,18,28,42,47,
2013/06/05,11,14,17,20,34,46,
2013/06/05,14,25,30,37,39,46,
2013/06/06,2,14,17,19,36,40,
2013/06/06,2,14,20,30,31,44,
2013/06/06,8,35,36,37,41,42,
2013/06/07,8,9,11,32,46,48,
2013/06/07,9,15,25,28,30,39,
2013/06/07,2,5,7,11,35,47,
2013/06/08,13,18,25,31,42,45,
2013/06/08,1,6,32,36,45,49,
2013/06/08,2,8,17,37,42,43,
2013/06/09,2,6,25,31,40,41,
2013/06/09,3,16,30,34,42,49,
2013/06/09,15,21,26,28,34,41,
2013/06/10,6,14,15,22,23,42,
2013/06/10,2,23,31,36,46,49,
2013/06/10,4,5,26,33,40,44,
2013/06/11,15,18,19,21,26,39,
2013/06/11,1,8,18,34,38,46,
2013/06/11,3,6,10,17,21,35,
2013/06/12,6,21,23,29,33,37,
2013/06/12,10,18,21,24,33,37,
2013/06/12,4,14,20,42,44,47,
2013/06/13,2,18,25,27,43,48,
2013/06/13,12,30,42,44,48,49,
2013/06/13,3,4,21,25,33,40,
2013/06/14,7,12,16,19,37,42,
2013/06/14,21,24,33,34,35,40,
2013/06/14,7,14,18,20,41,49,
2013/06/15,2,3,4,11,12,21,
2013/06/15,11,14,25,40,48,49,
2013/06/15,2,24,33,36,40,44,
2013/06/16,3,23,29,37,40,49,
2013/06/16,2,7,11,12,13,18,
2013/06/16,3,14,21,35,38,39,
2013/06/17,3,6,12,31,35,39,
2013/06/17,3,5,11,15,34,35,
2013/06/17,1,2,21,26,43,44,
2013/06/18,19,22,26,33,39,40,
2013/06/18,25,28,32,43,44,49,
2013/06/18,11,21,26,38,39,48,
2013/06/19,11,14,31,33,34,37,
2013/06/19,4,12,24,31,39,47,
2013/06/19,3,8,19,28,45,47,
2013/06/20,6,11,22,44,48,49,
2013/06/20,3,16,31,39,43,45,
2013/06/20,3,4,15,27,30,40,
2013/06/21,5,9,17,29,44,45,
2013/06/21,4,8,20,23,32,36,
2013/06/21,3,14,16,26,29,35,
2013/06/22,1,3,7,15,20,32,
2013/06/22,4,15,16,22,33,38,
2013/06/22,1,4,28,43,45,47,
2013/06/23,5,19,30,34,44,49,
2013/06/23,10,17,30,32,34,49,
2013/06/23,9,15,36,43,47,48,
2013/06/24,7,8,10,11,13,30,
2013/06/24,6,8,11,27,39,41,
2013/06/24,1,20,22,30,37,41,
2013/06/25,8,17,28,37,39,44,
2013/06/25,19,27,37,41,43,46,
2013/06/25,5,10,13,18,19,49,
2013/06/26,6,18,22,26,44,48,
2013/06/26,3,11,26,28,30,49,
2013/06/26,3,5,16,34,42,44,
2013/06/27,10,26,31,34,45,46,
2013/06/27,7,10,17,24,35,38,
2013/06/27,1,24,28,36,38,41,
2013/06/28,22,30,39,43,44,47,
2013/06/28,1,2,6,30,33,48,
2013/06/28,16,17,18,26,29,34,
2013/06/29,3,9,12,26,36,47,
2013/06/29,8,12,31,38,41,43,
2013/06/29,5,18,28,30,31,36,
2013/06/30,6,14,27,32,39,41,
2013/06/30,9,18,34,37,40,46,
2013/06/30,5,16,22,37,38,43,
2013/07/01,13,14,15,40,47,48,
2013/07/01,1,3,6,21,26,47,
2013/07/01,1,10,20,30,40,45,
2013/07/02,2,15,16,19,35,45,
2013/07/02,5,8,21,26,28,31,
2013/07/02,3,9,11,20,22,35,
2013/07/03,8,10,12,39,48,49,
2013/07/03,10,18,24,29,34,35,
2013/07/03,6,13,16,29,38,46,
2013/07/04,8,22,24,34,37,38,
2013/07/04,2,3,10,15,27,40,
2013/07/04,3,5,15,26,31,37,
2013/07/05,18,24,29,30,33,45,
2013/07/05,1,5,9,12,18,48,
2013/07/05,9,23,27,37,43,44,
2013/07/06,15,17,20,22,25,48,
2013/07/06,5,20,21,24,27,45,
2013/07/06,5,20,27,33,40,41,
2013/07/07,8,18,24,27,32,33,
2013/07/07,17,18,19,23,24,40,
2013/07/07,13,14,24,29,35,44,
2013/07/08,10,15,28,36,39,46,
2013/07/08,5,7,17,34,38,41,
2013/07/08,23,31,35,37,43,49,
2013/07/09,3,21,38,39,41,45,
2013/07/09,9,15,18,36,41,49,
2013/07/09,1,20,27,31,35,37,
2013/07/10,2,5,14,20,44,46,
2013/07/10,3,31,32,33,39,41,
2013/07/10,4,5,10,12,15,29,
2013/07/11,10,11,19,21,27,32,
2013/07/11,5,18,28,31,34,38,
2013/07/11,5,7,19,27,33,34,
2013/07/12,6,22,25,30,37,49,
2013/07/12,1,4,8,14,27,43,
2013/07/12,9,14,25,29,37,46,
2013/07/13,9,13,19,25,30,39,
2013/07/13,11,25,30,40,45,49,
2013/07/13,16,27,30,40,44,49,
2013/07/14,8,10,21,31,44,49,
2013/07/14,9,11,14,18,34,37,
2013/07/14,6,7,12,33,41,47,
2013/07/15,5,10,22,26,42,46,
2013/07/15,4,15,21,26,44,49,
2013/07/15,13,16,24,25,27,32,
2013/07/16,5,15,23,24,40,46,
2013/07/16,20,21,26,28,41,43,
2013/07/16,6,11,14,28,38,42,
2013/07/17,11,19,27,28,31,39,
2013/07/17,3,9,10,28,40,48,
2013/07/17,1,18,21,27,47,48,
2013/07/18,4,15,36,38,41,49,
2013/07/18,9,14,26,33,35,38,
2013/07/18,1,8,13,20,24,37,
2013/07/19,15,18,21,26,38,48,
2013/07/19,14,18,28,31,37,49,
2013/07/19,2,15,24,32,38,41,
2013/07/20,2,14,21,26,33,36,
2013/07/20,10,11,16,19,38,45,
2013/07/20,1,7,16,20,24,43,
2013/07/21,12,15,17,35,37,39,
2013/07/21,1,2,16,33,42,48,
2013/07/21,5,6,13,17,27,45,
2013/07/22,1,3,15,22,27,42,
2013/07/22,8,17,25,27,38,44,
2013/07/22,9,10,18,20,25,27,
2013/07/23,3,7,12,13,15,29,
2013/07/23,6,8,21,22,33,39,
2013/07/23,16,27,29,34,35,48,
2013/07/24,9,18,32,37,45,49,
2013/07/24,13,19,20,22,34,46,
2013/07/24,1,11,16,32,36,37,
2013/07/25,19,28,39,44,45,49,
2013/07/25,4,24,27,36,37,49,
2013/07/25,7,16,24,38,41,42,
2013/07/26,17,23,26,33,44,47,
2013/07/26,2,4,11,14,19,34,
2013/07/26,4,7,8,23,37,39,
2013/07/27,4,12,16,29,33,47,
2013/07/27,3,17,30,34,47,49,
2013/07/27,1,28,33,42,44,48,
2013/07/28,14,24,29,36,40,47,
2013/07/28,5,13,25,38,45,48,
2013/07/28,1,7,28,35,43,44,
2013/07/29,1,19,31,34,35,45,
2013/07/29,16,19,28,35,36,46,
2013/07/29,14,18,21,26,29,48,
2013/07/30,5,13,19,30,37,47,
2013/07/30,14,19,25,37,39,44,
2013/07/30,13,18,21,26,36,45,
2013/07/31,9,16,21,22,40,49,
2013/07/31,3,13,17,23,37,42,
2013/07/31,4,5,10,22,30,46,
2013/08/01,4,15,22,25,33,47,
2013/08/01,5,23,26,29,40,41,
2013/08/01,6,11,26,27,32,34,
2013/08/02,7,14,23,25,29,33,
2013/08/02,3,11,29,36,46,48,
2013/08/02,3,4,34,37,46,49,
2013/08/03,10,24,25,27,32,46,
2013/08/03,23,27,29,37,38,41,
2013/08/03,3,5,14,28,36,44,
2013/08/04,6,12,16,35,46,49,
2013/08/04,14,18,33,34,44,47,
2013/08/04,5,13,16,21,43,45,
2013/08/05,22,29,35,42,45,49,
2013/08/05,4,29,34,37,46,47,
2013/08/05,10,13,14,20,27,29,
2013/08/06,14,15,21,23,45,47,
2013/08/06,7,8,11,17,37,38,
2013/08/06,6,7,14,25,29,47,
2013/08/07,9,12,25,36,37,38,
2013/08/07,2,11,18,22,33,43,
2013/08/07,5,9,25,31,33,40,
2013/08/08,25,30,32,34,46,47,
2013/08/08,6,29,31,32,33,36,
2013/08/08,7,8,14,20,22,41,
2013/08/09,22,24,25,28,32,40,
2013/08/09,7,11,26,29,33,42,
2013/08/09,16,22,26,29,37,49,
2013/08/10,3,9,19,21,34,45,
2013/08/10,6,9,10,34,36,45,
2013/08/10,2,5,7,29,39,42,
2013/08/11,5,8,19,39,43,49,
2013/08/11,6,13,17,24,33,39,
2013/08/11,19,24,26,34,39,45,
2013/08/12,3,24,27,28,34,44,
2013/08/12,18,27,34,43,44,45,
2013/08/12,6,9,25,37,38,40,
2013/08/13,9,18,19,26,45,49,
2013/08/13,9,10,14,17,26,43,
2013/08/13,6,7,11,20,31,32,
2013/08/14,24,27,28,39,42,47,
2013/08/14,4,8,10,37,44,49,
2013/08/14,3,14,29,33,34,48,
2013/08/15,3,7,16,26,33,40,
2013/08/15,3,8,18,25,29,47,
2013/08/15,1,2,28,30,40,42,
2013/08/16,1,8,24,33,37,44,
2013/08/16,2,4,22,36,38,40,
2013/08/16,7,17,22,33,37,44,
2013/08/17,12,19,33,34,41,45,
2013/08/17,6,10,17,26,34,41,
2013/08/17,11,13,14,26,34,48,
2013/08/18,5,10,11,18,28,49,
2013/08/18,1,24,27,38,46,47,
2013/08/18,7,25,26,27,33,41,
2013/08/19,6,14,20,23,41,42,
2013/08/19,1,6,26,35,37,43,
2013/08/19,2,4,11,32,33,40,
2013/08/20,19,21,33,42,44,48,
2013/08/20,1,14,35,37,42,47,
2013/08/20,1,3,11,30,36,41,
2013/08/21,5,16,23,37,39,41,
2013/08/21,8,12,15,20,22,43,
2013/08/21,1,12,18,32,41,42,
2013/08/22,2,31,32,47,48,49,
2013/08/22,5,6,11,15,18,21,
2013/08/22,4,16,27,31,47,49,
2013/08/23,4,21,35,40,42,46,
2013/08/23,4,15,17,30,31,34,
2013/08/23,11,14,23,25,37,49,
2013/08/24,1,4,8,13,19,45,
2013/08/24,6,24,26,31,33,44,
2013/08/24,36,38,40,42,46,48,
2013/08/25,7,11,13,24,26,30,
2013/08/25,1,19,26,29,45,49,
2013/08/25,7,18,23,43,46,48,
2013/08/26,4,7,14,18,19,49,
2013/08/26,5,8,30,36,44,49,
2013/08/26,1,28,33,34,37,48,
2013/08/27,8,11,12,16,22,27,
2013/08/27,14,19,23,28,33,49,
2013/08/27,3,9,23,32,43,49,
2013/08/28,2,8,11,25,26,38,
2013/08/28,2,9,16,32,39,40,
2013/08/28,13,16,22,35,45,47,
2013/08/29,6,18,19,27,33,41,
2013/08/29,9,12,15,22,40,47,
2013/08/29,1,12,14,43,47,48,
2013/08/30,6,20,21,36,37,40,
2013/08/30,6,8,15,23,30,37,
2013/08/30,23,25,29,30,34,44,
2013/08/31,2,5,11,35,45,48,
2013/08/31,3,15,16,23,40,45,
2013/08/31,1,7,13,28,30,45,
2013/09/01,3,13,15,18,22,46,
2013/09/01,8,25,26,36,46,47,
2013/09/01,13,15,25,34,40,47,
2013/09/02,2,28,29,31,33,42,
2013/09/02,2,8,16,21,26,43,
2013/09/02,16,19,22,24,31,35,
2013/09/03,4,7,25,28,39,45,
2013/09/03,6,18,25,26,36,45,
2013/09/03,13,21,24,36,40,42,
2013/09/04,3,22,23,25,27,40,
2013/09/04,18,36,37,41,44,46,
2013/09/04,6,13,14,29,44,47,
2013/09/05,5,10,11,14,30,38,
2013/09/05,5,7,16,24,34,46,
2013/09/05,7,16,23,24,43,48,
2013/09/06,4,10,21,28,43,49,
2013/09/06,32,41,43,46,47,48,
2013/09/06,8,9,15,17,18,40,
2013/09/07,6,7,14,32,41,47,
2013/09/07,6,7,25,34,37,49,
2013/09/07,8,9,11,16,20,33,
2013/09/08,1,3,14,17,24,28,
2013/09/08,4,7,14,15,23,41,
2013/09/08,8,17,18,19,29,48,
2013/09/09,1,8,23,27,34,44,
2013/09/09,3,12,15,39,47,49,
2013/09/09,4,5,32,35,40,42,
2013/09/10,5,14,23,36,40,47,
2013/09/10,17,26,27,31,32,49,
2013/09/10,5,6,13,16,26,30,
2013/09/11,4,14,20,39,41,46,
2013/09/11,12,28,38,40,42,49,
2013/09/11,4,5,8,25,27,42,
2013/09/12,13,17,25,27,44,45,
2013/09/12,3,10,17,21,38,45,
2013/09/12,12,18,21,26,30,35,
2013/09/13,1,7,12,32,37,39,
2013/09/13,1,10,20,30,33,41,
2013/09/13,16,25,27,36,45,49,
2013/09/14,10,12,14,16,23,47,
2013/09/14,5,6,12,14,44,48,
2013/09/14,3,4,8,14,47,49,
2013/09/15,3,12,17,22,32,33,
2013/09/15,10,19,23,29,33,39,
2013/09/15,1,8,11,13,24,28,
2013/09/16,13,17,20,27,31,41,
2013/09/16,11,12,20,34,43,47,
2013/09/16,3,8,20,23,43,49,
2013/09/17,19,20,32,38,41,44,
2013/09/17,8,12,18,36,39,48,
2013/09/17,3,15,16,24,36,45,
2013/09/18,3,4,6,11,22,46,
2013/09/18,1,9,17,26,30,49,
2013/09/18,3,10,11,15,34,42,
2013/09/19,3,8,16,17,22,46,
2013/09/19,2,3,17,24,41,43,
2013/09/19,13,23,25,28,31,37,
2013/09/20,13,19,35,39,41,49,
2013/09/20,3,5,25,29,30,33,
2013/09/20,26,27,29,33,44,48,
2013/09/21,4,17,27,29,35,45,
2013/09/21,11,15,37,38,45,49,
2013/09/21,2,23,37,46,48,49,
2013/09/22,1,15,17,23,38,43,
2013/09/22,14,20,27,30,37,44,
2013/09/22,2,4,6,25,35,39,
2013/09/23,3,7,9,25,45,49,
2013/09/23,12,26,33,39,44,45,
2013/09/23,6,10,12,32,42,43,
2013/09/24,3,5,16,19,42,43,
2013/09/24,11,12,13,16,30,36,
2013/09/24,5,6,18,39,40,44,
2013/09/25,3,12,27,34,35,46,
2013/09/25,5,6,26,37,46,49,
2013/09/25,11,12,19,21,31,39,
2013/09/26,10,29,39,40,41,47,
2013/09/26,1,7,17,23,39,42,
